unit,indicator_id,as_of,stage,value,value_year,reassessed
GAB,data.statistics--national-strategy-for-development-of-statistics,2026-08-31,,,,0
GAB,digital.localgov--digitalisation-of-local-government-records,2026-07-31,3,,,0
GAB,digital.localgov--digitalisation-of-local-government-records,2026-08-31,3,,,0
GAB,digital.localgov--ict-infrastructure-for-local-government,2026-07-31,,,,0
GAB,digital.localgov--ict-infrastructure-for-local-government,2026-08-31,,,,0
GAB,digital.rural--digitalisation-of-rural-health-clinics,2026-07-31,2,,,0
GAB,digital.rural--digitalisation-of-rural-health-clinics,2026-08-31,2,,,0
GAB,digital.rural--digitalisation-of-rural-police-stations,2026-07-31,2,,,0
GAB,digital.rural--digitalisation-of-rural-police-stations,2026-08-31,2,,,0
GAB,digital.rural--digitalisation-of-rural-registry-offices,2026-07-31,2,,,0
GAB,digital.rural--digitalisation-of-rural-registry-offices,2026-08-31,2,,,0
GAB,dpi.exchange--interoperability-of-education-systems,2026-07-31,2,,,0
GAB,dpi.exchange--interoperability-of-education-systems,2026-08-31,2,,,0
GAB,dpi.exchange--interoperability-of-health-systems,2026-07-31,,,,0
GAB,dpi.exchange--interoperability-of-health-systems,2026-08-31,,,,0
GAB,dpi.exchange--interoperability-of-social-protection-systems,2026-07-31,2,,,0
GAB,dpi.exchange--interoperability-of-social-protection-systems,2026-08-31,2,,,0
GAB,dpi.exchange--national-data-exchange-system,2026-07-31,2,,,0
GAB,dpi.exchange--national-data-exchange-system,2026-08-31,2,,,0
GAB,dpi.exchange--use-of-digital-id-in-other-systems,2026-07-31,3,,,0
GAB,dpi.exchange--use-of-digital-id-in-other-systems,2026-08-31,3,,,0
GAB,dpi.govtech--e-government-services,2026-07-31,2,,,0
GAB,dpi.govtech--e-government-services,2026-08-31,2,,,0
GAB,dpi.id--authentication,2026-07-31,,,,0
GAB,dpi.id--authentication,2026-08-31,,,,0
GAB,dpi.id--digital-id-from-birth,2026-07-31,,,,0
GAB,dpi.id--digital-id-from-birth,2026-08-31,,,,0
GAB,dpi.id--interoperability-of-birth-registration-and-digital-id,2026-07-31,2,,,0
GAB,dpi.id--interoperability-of-birth-registration-and-digital-id,2026-08-31,2,,,0
GAB,dpi.id--national-maintenance-of-id-and-credentials-systems,2026-07-31,3,,,0
GAB,dpi.id--national-maintenance-of-id-and-credentials-systems,2026-08-31,3,,,0
GAB,dpi.id--robustness-of-system,2026-07-31,3,,,0
GAB,dpi.id--robustness-of-system,2026-08-31,3,,,0
GAB,dpi.id--use-by-other-systems,2026-07-31,3,,,0
GAB,dpi.id--use-by-other-systems,2026-08-31,3,,,0
GAB,dpi.mis--customs,2026-07-31,3,,,0
GAB,dpi.mis--customs,2026-08-31,3,,,0
GAB,dpi.mis--education,2026-07-31,2,,,0
GAB,dpi.mis--education,2026-08-31,2,,,0
GAB,dpi.mis--health,2026-07-31,3,,,0
GAB,dpi.mis--health,2026-08-31,3,,,0
GAB,dpi.mis--justice,2026-07-31,,,,0
GAB,dpi.mis--justice,2026-08-31,,,,0
GAB,dpi.mis--land,2026-07-31,2,,,0
GAB,dpi.mis--land,2026-08-31,2,,,0
GAB,dpi.mis--social-protection,2026-07-31,3,,,0
GAB,dpi.mis--social-protection,2026-08-31,3,,,0
GAB,dpi.mis--tax,2026-07-31,3,,,0
GAB,dpi.mis--tax,2026-08-31,3,,,0
GAB,dpi.pay--b2b-and-b2g-functionality,2026-07-31,3,,,0
GAB,dpi.pay--b2b-and-b2g-functionality,2026-08-31,3,,,0
GAB,dpi.pay--consumer-protection,2026-07-31,2,,,0
GAB,dpi.pay--consumer-protection,2026-08-31,2,,,0
GAB,dpi.pay--cross-border-functionality,2026-07-31,2,,,0
GAB,dpi.pay--cross-border-functionality,2026-08-31,2,,,0
GAB,dpi.pay--g2p-functionality,2026-07-31,3,,,0
GAB,dpi.pay--g2p-functionality,2026-08-31,3,,,0
GAB,dpi.pay--governance-role-of-central-bank,2026-07-31,3,,,0
GAB,dpi.pay--governance-role-of-central-bank,2026-08-31,3,,,0
GAB,dpi.pay--p2p-p2g-and-p2b-functionality,2026-07-31,3,,,0
GAB,dpi.pay--p2p-p2g-and-p2b-functionality,2026-08-31,3,,,0
GAB,dpi.pay--population-uptake,2026-07-31,3,68.1813,2024,0
GAB,dpi.pay--population-uptake,2026-08-31,3,68.1813,2024,0
GAB,dpi.pay--revenue-collection,2026-07-31,3,,,0
GAB,dpi.pay--revenue-collection,2026-08-31,3,,,0
GAB,dpi.registry--business-register,2026-07-31,,,,0
GAB,dpi.registry--business-register,2026-08-31,,,,0
GAB,dpi.registry--civil-register,2026-07-31,2,,,0
GAB,dpi.registry--civil-register,2026-08-31,2,,,0
GAB,dpi.registry--electoral-register,2026-07-31,3,,,0
GAB,dpi.registry--electoral-register,2026-08-31,3,,,0
GAB,dpi.registry--land-register,2026-07-31,2,,,0
GAB,dpi.registry--land-register,2026-08-31,2,,,0
GAB,dpi.registry--population-register,2026-07-31,2,,,0
GAB,dpi.registry--population-register,2026-08-31,2,,,0
GAB,dpi.registry--social-protection-register,2026-07-31,2,,,0
GAB,dpi.registry--social-protection-register,2026-08-31,2,,,0
GAB,dpi.registry--tax-register,2026-07-31,2,,,0
GAB,dpi.registry--tax-register,2026-08-31,2,,,0
GAB,finance.budget--sustainable-domestic-financing-of-digital-transformation,2026-07-31,2,,,0
GAB,finance.budget--sustainable-domestic-financing-of-digital-transformation,2026-08-31,2,,,0
GAB,finance.new--mobilisation-of-non-state-finance,2026-07-31,1,0,2026,0
GAB,finance.new--mobilisation-of-non-state-finance,2026-08-31,1,0,2026,0
GAB,gov.discourse--non-governmental-contribution-to-national-policy,2026-07-31,2,,,0
GAB,gov.discourse--non-governmental-contribution-to-national-policy,2026-08-31,2,,,0
GAB,gov.discourse--open-discussion-of-government-policy,2026-07-31,2,,,0
GAB,gov.discourse--open-discussion-of-government-policy,2026-08-31,2,,,0
GAB,gov.legislate--access-to-information-legislation,2026-07-31,1,,,0
GAB,gov.legislate--access-to-information-legislation,2026-08-31,1,,,0
GAB,gov.legislate--ai-legislation-regulations,2026-07-31,,,,0
GAB,gov.legislate--ai-legislation-regulations,2026-08-31,,,,0
GAB,gov.legislate--cybersecurity-legislation,2026-07-31,3,,,0
GAB,gov.legislate--cybersecurity-legislation,2026-08-31,3,,,0
GAB,gov.legislate--data-protection-legislation,2026-07-31,3,,,0
GAB,gov.legislate--data-protection-legislation,2026-08-31,3,,,0
GAB,gov.legislate--digital-payments-legislation,2026-07-31,3,,,0
GAB,gov.legislate--digital-payments-legislation,2026-08-31,3,,,0
GAB,gov.legislate--e-commerce-legislation,2026-07-31,3,,,0
GAB,gov.legislate--e-commerce-legislation,2026-08-31,3,,,0
GAB,gov.legislate--legislation-covering-digital-id,2026-07-31,2,,,0
GAB,gov.legislate--legislation-covering-digital-id,2026-08-31,2,,,0
GAB,gov.legislate--legislation-enabling-data-interoperability,2026-07-31,3,,,0
GAB,gov.legislate--legislation-enabling-data-interoperability,2026-08-31,3,,,0
GAB,gov.legislate--statistics-legislation,2026-07-31,3,,,0
GAB,gov.legislate--statistics-legislation,2026-08-31,3,,,0
GAB,gov.policy--ai-strategy,2026-07-31,2,,,0
GAB,gov.policy--ai-strategy,2026-08-31,2,,,0
GAB,gov.policy--broadband-strategy,2026-07-31,,,,0
GAB,gov.policy--broadband-strategy,2026-08-31,,,,0
GAB,gov.policy--data-governance-policy,2026-07-31,,,,0
GAB,gov.policy--data-governance-policy,2026-08-31,,,,0
GAB,gov.policy--data-interoperability-framework-roadmap,2026-07-31,2,,,0
GAB,gov.policy--data-interoperability-framework-roadmap,2026-08-31,2,,,0
GAB,gov.policy--data-localisation-policies,2026-07-31,3,,,0
GAB,gov.policy--data-localisation-policies,2026-08-31,3,,,0
GAB,gov.policy--data-storage-cloud-strategy,2026-07-31,2,,,0
GAB,gov.policy--data-storage-cloud-strategy,2026-08-31,2,,,0
GAB,gov.policy--digital-transformation-strategy,2026-07-31,,,,0
GAB,gov.policy--digital-transformation-strategy,2026-08-31,,,,0
GAB,gov.policy--ict-strategy,2026-07-31,,,,0
GAB,gov.policy--ict-strategy,2026-08-31,,,,0
GAB,gov.policy--open-data-policy,2026-07-31,,,,0
GAB,gov.policy--open-data-policy,2026-08-31,,,,0
GAB,gov.protect--data-protection-authority,2026-07-31,3,,,0
GAB,gov.protect--data-protection-authority,2026-08-31,3,,,0
GAB,gov.protect--national-data-protection-readiness,2026-07-31,3,,,0
GAB,gov.protect--national-data-protection-readiness,2026-08-31,3,,,0
GAB,gov.regional--cross-border-data-transfers,2026-08-31,,,,0
GAB,gov.regional--regional-legal-harmonisation,2026-08-31,,,,0
GAB,gov.regional--regional-policy-collaboration,2026-07-31,2,,,0
GAB,gov.regional--regional-policy-collaboration,2026-08-31,2,,,0
GAB,gov.regional--shared-regional-infrastructure,2026-07-31,2,,,0
GAB,gov.regional--shared-regional-infrastructure,2026-08-31,2,,,0
GAB,gov.standards--adoption-of-international-standards,2026-07-31,,,,0
GAB,gov.standards--adoption-of-international-standards,2026-08-31,,,,0
GAB,gov.standards--national-interoperability-standards,2026-07-31,,,,0
GAB,gov.standards--national-interoperability-standards,2026-08-31,,,,0
GAB,gov.standards--national-quality-standards,2026-08-31,,,,0
GAB,include.access--citizen-feedback-portals,2026-07-31,2,,,0
GAB,include.access--citizen-feedback-portals,2026-08-31,2,,,0
GAB,include.access--citizen-participation-in-policy,2026-07-31,2,,,0
GAB,include.access--citizen-participation-in-policy,2026-08-31,2,,,0
GAB,infra.capacity--local-capacity-to-maintain-manage-and-develop-government-systems,2026-07-31,2,,,0
GAB,infra.capacity--local-capacity-to-maintain-manage-and-develop-government-systems,2026-08-31,3,,,0
GAB,infra.capacity--robustness-of-government-hardware-and-software,2026-07-31,,,,0
GAB,infra.capacity--robustness-of-government-hardware-and-software,2026-08-31,,,,0
GAB,infra.connect--international-internet-bandwidth,2026-07-31,3,2,2025,0
GAB,infra.connect--international-internet-bandwidth,2026-08-31,3,2,2025,0
GAB,infra.connect--internet-exchange-points,2026-07-31,3,,,0
GAB,infra.connect--internet-exchange-points,2026-08-31,3,,,0
GAB,infra.connect--internet-usage,2026-07-31,3,68.7,2024,0
GAB,infra.connect--internet-usage,2026-08-31,3,68.7,2024,0
GAB,infra.connect--mobile-affordability,2026-07-31,3,2.65,2025,0
GAB,infra.connect--mobile-affordability,2026-08-31,3,2.65,2025,0
GAB,infra.connect--mobile-penetration,2026-07-31,4,84.8,2024,0
GAB,infra.connect--mobile-penetration,2026-08-31,4,84.8,2024,0
GAB,infra.connect--national-fibre-backbone,2026-07-31,3,,,0
GAB,infra.connect--national-fibre-backbone,2026-08-31,3,,,0
GAB,infra.connect--satellite-broadband-licensing-and-availability,2026-07-31,1,,,0
GAB,infra.connect--satellite-broadband-licensing-and-availability,2026-08-31,1,,,0
GAB,infra.cybersec--national-cybersecurity-readiness,2026-07-31,2,,,0
GAB,infra.cybersec--national-cybersecurity-readiness,2026-08-31,2,,,0
GAB,infra.energy--grid-reliability,2026-07-31,1,10.0553,2025,0
GAB,infra.energy--grid-reliability,2026-08-31,1,10.0553,2025,0
GAB,infra.energy--rural-electrification,2026-07-31,3,53.6,2021,0
GAB,infra.energy--rural-electrification,2026-08-31,3,53.6,2021,0
GAB,infra.store--local-data-centre-capacity-all-providers,2026-07-31,3,1,2026,0
GAB,infra.store--local-data-centre-capacity-all-providers,2026-08-31,3,1,2026,0
GAB,infra.store--local-data-centre-capacity-national-providers,2026-07-31,1,0,2026,0
GAB,infra.store--local-data-centre-capacity-national-providers,2026-08-31,1,0,2026,0
GAB,infra.store--off-site-backup-capacity,2026-07-31,,,,0
GAB,infra.store--off-site-backup-capacity,2026-08-31,,,,0
GAB,tech.ai--control-of-ai-abuse,2026-07-31,3,,,0
GAB,tech.ai--control-of-ai-abuse,2026-08-31,3,,,0
GAB,tech.ai--development-of-national-regional-ai-systems,2026-07-31,,,,0
GAB,tech.ai--development-of-national-regional-ai-systems,2026-08-31,,,,0
GAB,tech.ai--use-of-ai-in-government-administration,2026-08-31,,,,0
GAB,tech.ai--use-of-ai-in-sectoral-management-information-systems,2026-07-31,1,,,0
GAB,tech.ai--use-of-ai-in-sectoral-management-information-systems,2026-08-31,1,,,0
GAB,tech.innovate--tech-startup-ecosystem,2026-07-31,2,,,0
GAB,tech.innovate--tech-startup-ecosystem,2026-08-31,2,,,0
GAB,tech.innovate--technology-hubs,2026-07-31,,,,0
GAB,tech.innovate--technology-hubs,2026-08-31,,,,0
GHA,capacity.research--think-tanks-and-academic-departments-contributing-to-dt-policy,2026-08-31,2,,,0
GHA,capacity.training--dt-related-training-in-secondary-education,2026-07-31,2,19.9354,2018,0
GHA,capacity.training--dt-related-training-in-secondary-education,2026-08-31,2,19.9354,2018,0
GHA,capacity.training--dt-related-university-facilities-and-qualifications,2026-07-31,2,18.7113,2024,0
GHA,capacity.training--dt-related-university-facilities-and-qualifications,2026-08-31,2,18.7113,2024,0
GHA,capacity.training--graduates-entering-dt-ecosystem,2026-07-31,2,0.3146,2025,0
GHA,capacity.training--graduates-entering-dt-ecosystem,2026-08-31,2,0.3146,2025,0
GHA,data.open--use-of-open-data,2026-07-31,2,,,0
GHA,data.open--use-of-open-data,2026-08-31,2,,,0
GHA,data.satellite--agricultural-use-of-satellite-data,2026-08-31,,,,0
GHA,data.satellite--meteorological-use-of-satellite-data,2026-08-31,,,,0
GHA,data.statistics--censuses-and-surveys,2026-07-31,2,,,0
GHA,data.statistics--censuses-and-surveys,2026-08-31,3,,,0
GHA,data.statistics--national-strategy-for-development-of-statistics,2026-07-31,2,,,0
GHA,data.statistics--national-strategy-for-development-of-statistics,2026-08-31,2,,,0
GHA,data.statistics--statistics-from-administrative-data,2026-07-31,3,,,0
GHA,data.statistics--statistics-from-administrative-data,2026-08-31,3,,,0
GHA,digital.localgov--digitalisation-of-local-government-records,2026-07-31,3,,,0
GHA,digital.localgov--digitalisation-of-local-government-records,2026-08-31,3,,,0
GHA,digital.localgov--ict-infrastructure-for-local-government,2026-07-31,,,,0
GHA,digital.localgov--ict-infrastructure-for-local-government,2026-08-31,,,,0
GHA,digital.rural--digitalisation-of-rural-health-clinics,2026-07-31,3,,,0
GHA,digital.rural--digitalisation-of-rural-health-clinics,2026-08-31,3,,,0
GHA,digital.rural--digitalisation-of-rural-police-stations,2026-07-31,1,,,0
GHA,digital.rural--digitalisation-of-rural-police-stations,2026-08-31,1,,,0
GHA,digital.rural--digitalisation-of-rural-primary-schools,2026-07-31,2,,,0
GHA,digital.rural--digitalisation-of-rural-primary-schools,2026-08-31,2,,,0
GHA,digital.rural--digitalisation-of-rural-registry-offices,2026-07-31,,,,0
GHA,digital.rural--digitalisation-of-rural-registry-offices,2026-08-31,,,,0
GHA,dpi.exchange--interoperability-of-education-systems,2026-07-31,3,,,0
GHA,dpi.exchange--interoperability-of-education-systems,2026-08-31,3,,,0
GHA,dpi.exchange--interoperability-of-health-systems,2026-07-31,2,,,0
GHA,dpi.exchange--interoperability-of-health-systems,2026-08-31,2,,,0
GHA,dpi.exchange--interoperability-of-social-protection-systems,2026-07-31,2,,,0
GHA,dpi.exchange--interoperability-of-social-protection-systems,2026-08-31,2,,,0
GHA,dpi.exchange--national-data-exchange-system,2026-07-31,,,,0
GHA,dpi.exchange--national-data-exchange-system,2026-08-31,,,,0
GHA,dpi.exchange--use-of-digital-id-in-other-systems,2026-07-31,3,,,0
GHA,dpi.exchange--use-of-digital-id-in-other-systems,2026-08-31,3,,,0
GHA,dpi.govtech--e-government-services,2026-07-31,3,,,0
GHA,dpi.govtech--e-government-services,2026-08-31,3,,,0
GHA,dpi.id--authentication,2026-07-31,3,,,0
GHA,dpi.id--authentication,2026-08-31,3,,,0
GHA,dpi.id--digital-id-from-birth,2026-07-31,2,,,0
GHA,dpi.id--digital-id-from-birth,2026-08-31,2,,,0
GHA,dpi.id--interoperability-of-birth-registration-and-digital-id,2026-07-31,2,,,0
GHA,dpi.id--interoperability-of-birth-registration-and-digital-id,2026-08-31,2,,,0
GHA,dpi.id--national-maintenance-of-id-and-credentials-systems,2026-07-31,3,,,0
GHA,dpi.id--national-maintenance-of-id-and-credentials-systems,2026-08-31,3,,,0
GHA,dpi.id--registration-of-entire-population,2026-07-31,,,,0
GHA,dpi.id--registration-of-entire-population,2026-08-31,,,,0
GHA,dpi.id--robustness-of-system,2026-07-31,3,,,0
GHA,dpi.id--robustness-of-system,2026-08-31,3,,,0
GHA,dpi.id--use-by-other-systems,2026-07-31,,,,0
GHA,dpi.id--use-by-other-systems,2026-08-31,,,,0
GHA,dpi.mis--customs,2026-07-31,3,,,0
GHA,dpi.mis--customs,2026-08-31,3,,,0
GHA,dpi.mis--education,2026-07-31,3,,,0
GHA,dpi.mis--education,2026-08-31,3,,,0
GHA,dpi.mis--health,2026-07-31,2,,,0
GHA,dpi.mis--health,2026-08-31,2,,,0
GHA,dpi.mis--justice,2026-07-31,2,,,0
GHA,dpi.mis--justice,2026-08-31,2,,,0
GHA,dpi.mis--land,2026-07-31,3,,,0
GHA,dpi.mis--land,2026-08-31,3,,,0
GHA,dpi.mis--social-protection,2026-07-31,3,,,0
GHA,dpi.mis--social-protection,2026-08-31,3,,,0
GHA,dpi.mis--tax,2026-07-31,2,,,0
GHA,dpi.mis--tax,2026-08-31,2,,,0
GHA,dpi.pay--b2b-and-b2g-functionality,2026-08-31,,,,0
GHA,dpi.pay--consumer-protection,2026-07-31,2,,,0
GHA,dpi.pay--consumer-protection,2026-08-31,2,,,0
GHA,dpi.pay--cross-border-functionality,2026-07-31,3,,,0
GHA,dpi.pay--cross-border-functionality,2026-08-31,3,,,0
GHA,dpi.pay--g2p-functionality,2026-07-31,3,,,0
GHA,dpi.pay--g2p-functionality,2026-08-31,3,,,0
GHA,dpi.pay--governance-role-of-central-bank,2026-07-31,3,,,0
GHA,dpi.pay--governance-role-of-central-bank,2026-08-31,3,,,0
GHA,dpi.pay--p2p-p2g-and-p2b-functionality,2026-07-31,3,,,0
GHA,dpi.pay--p2p-p2g-and-p2b-functionality,2026-08-31,3,,,0
GHA,dpi.pay--population-uptake,2026-07-31,4,81.243,2024,0
GHA,dpi.pay--population-uptake,2026-08-31,4,81.243,2024,0
GHA,dpi.pay--revenue-collection,2026-07-31,3,,,0
GHA,dpi.pay--revenue-collection,2026-08-31,3,,,0
GHA,dpi.registry--address-register,2026-07-31,3,,,0
GHA,dpi.registry--address-register,2026-08-31,3,,,0
GHA,dpi.registry--business-register,2026-07-31,2,,,0
GHA,dpi.registry--business-register,2026-08-31,2,,,0
GHA,dpi.registry--civil-register,2026-07-31,2,,,0
GHA,dpi.registry--civil-register,2026-08-31,2,,,0
GHA,dpi.registry--electoral-register,2026-07-31,3,,,0
GHA,dpi.registry--electoral-register,2026-08-31,3,,,0
GHA,dpi.registry--land-register,2026-07-31,3,,,0
GHA,dpi.registry--land-register,2026-08-31,3,,,0
GHA,dpi.registry--population-register,2026-07-31,3,,,0
GHA,dpi.registry--population-register,2026-08-31,3,,,0
GHA,dpi.registry--social-protection-register,2026-07-31,3,,,0
GHA,dpi.registry--social-protection-register,2026-08-31,3,,,0
GHA,dpi.registry--tax-register,2026-08-31,,,,0
GHA,finance.budget--sustainable-domestic-financing-of-digital-transformation,2026-07-31,3,,,0
GHA,finance.budget--sustainable-domestic-financing-of-digital-transformation,2026-08-31,3,,,0
GHA,finance.new--mobilisation-of-non-state-finance,2026-07-31,4,0.3368,2026,0
GHA,finance.new--mobilisation-of-non-state-finance,2026-08-31,4,0.3368,2026,0
GHA,finance.sustain--financial-sustainability-of-digital-systems,2026-07-31,4,86.7,2026,0
GHA,finance.sustain--financial-sustainability-of-digital-systems,2026-08-31,4,86.7,2026,0
GHA,gov.discourse--non-governmental-contribution-to-national-policy,2026-07-31,2,,,0
GHA,gov.discourse--non-governmental-contribution-to-national-policy,2026-08-31,2,,,0
GHA,gov.discourse--open-discussion-of-government-policy,2026-08-31,,,,0
GHA,gov.legislate--access-to-information-legislation,2026-08-31,3,,,0
GHA,gov.legislate--ai-legislation-regulations,2026-07-31,2,,,0
GHA,gov.legislate--ai-legislation-regulations,2026-08-31,2,,,0
GHA,gov.legislate--cybersecurity-legislation,2026-07-31,3,,,0
GHA,gov.legislate--cybersecurity-legislation,2026-08-31,3,,,0
GHA,gov.legislate--data-protection-legislation,2026-07-31,3,,,0
GHA,gov.legislate--data-protection-legislation,2026-08-31,3,,,0
GHA,gov.legislate--digital-payments-legislation,2026-07-31,2,,,0
GHA,gov.legislate--digital-payments-legislation,2026-08-31,2,,,0
GHA,gov.legislate--e-commerce-legislation,2026-07-31,2,,,0
GHA,gov.legislate--e-commerce-legislation,2026-08-31,2,,,0
GHA,gov.legislate--legislation-covering-digital-id,2026-07-31,3,,,0
GHA,gov.legislate--legislation-covering-digital-id,2026-08-31,3,,,0
GHA,gov.legislate--legislation-enabling-data-interoperability,2026-07-31,2,,,0
