slug,display,basis,sources
global-forum-on-cyber-expertise,Cyber Expertise Foundation,partial,1
global-fund,Global Fund,full,7
global-gateway,Global Gateway,full,10
global-green-growth-institute,Global Green Growth Institute,full,2
global-health-advocacy-incubator,Global Health Advocacy Incubator,full,1
global-impact,Global Impact,full,4
global-innovation-index,Global Innovation Index,full,3
global-innovations-bank,Global Innovations Bank,full,1
global-marine,Global Marine,full,1
global-partnership-for-education,Global Partnership for Education,full,7
global-partnership-for-human-centric-ict-standardization,Global Partnership for Human-Centric ICT Standardization,full,1
global-partnership-sustainable-development-data,Global Partnership for Sustainable Development Data,full,1
global-privacy-assembly,Global Privacy Assembly,full,1
global-settlement-network,Global Settlement Network,full,1
global-south-utilities,Global South Utilities,full,3
globalstar,Globalstar,full,1
globeleq,Globeleq,full,1
gltn,Global Land Tool Network,acronym,1
gnais,GNAIS,full,1
gnhr-ghana,Ghana National Household Registry,acronym,1
gocab,GoCab,full,1
godfred-bokpin,Professor Godfred Bokpin,full,1
gogla,Global Off-Grid Lighting Associa-,acronym,1
gold-rock-venture,Gold Rock Venture,full,1
golemon,GoLemon,full,1
golis-telecom,Golis Telecom,full,1
gomed,GoMed,full,1
good-financial-grant-practice-standard,Good Financial Grant Practice,partial,1
good-governance-africa,Good Governance Africa,full,1
goodlife-pharmacy-africa,Goodlife Pharmacy Africa,full,1
google,Google,full,11
google-cloud,Google Cloud,full,3
google-deepmind,Google DeepMind,full,3
google-for-startups-accelerator-africa,Google for Startups Accelerator Africa,full,2
goose-fl,Goose FL,full,1
gouvnum,GouvNum,full,2
gov2u,Gov2u,full,1
government-bus-zambia,Government Bus,full,1
government-e-marketplace-india,Government of India,partial,1
government-in-your-hand,Government In Your Hand,full,4
government-of-angola,Government of Angola,full,3
government-of-benin,Government of Benin,full,1
government-of-botswana,Government of Botswana,full,2
government-of-burkina-faso,Government of Burkina Faso,full,4
government-of-cabo-verde,Government of Cabo Verde,full,1
government-of-cameroon,Government of Cameroon,full,2
government-of-chad,E-Government,full,1
government-of-china,Government of China,full,1
government-of-comoros,Government of Comoros,full,1
government-of-cote-divoire,Government,full,2
government-of-djibouti,Government of Djibouti,full,2
government-of-drc,Government,full,2
government-of-equatorial-guinea,Government of Equatorial Guinea,full,4
government-of-eritrea,Government of Eritrea,full,1
government-of-eswatini,Government of Eswatini,full,3
government-of-ethiopia,Government of Ethiopia,full,1
government-of-finland,Government of Finland,full,1
government-of-france,Government of France,full,1
government-of-fujairah,Government of Fujairah,full,1
government-of-gabon,Government of Gabon,full,1
government-of-gambia,Government of The Gambia,full,3
government-of-ghana,Government of Ghana,full,3
government-of-guinea,Government of Guinea,full,1
government-of-india,Government of India,full,7
government-of-japan,Government of Japan,full,3
government-of-kenya,Government of Kenya,full,3
government-of-lesotho,Government of Lesotho,full,1
government-of-liberia,Government of Liberia,full,6
government-of-madagascar,Government of Madagascar,full,3
government-of-malawi,Government of Malawi,full,5
government-of-mauritania,Government of Mauritania,full,1
government-of-mauritius,Government of Mauritius,full,3
government-of-mozambique,Government of Mozambique,full,1
government-of-namibia,Government,full,1
government-of-niger,Government of Niger,full,1
government-of-nigeria,Government of Nigeria,full,1
government-of-norway,Government of Norway,full,1
government-of-rwanda,Government of Rwanda,full,4
government-of-senegal,Government of Senegal,full,3
government-of-seychelles,Local Government,full,1
government-of-sierra-leone,Government of Sierra Leone,full,2
government-of-south-sudan,Government of South Sudan,full,3
government-of-taiwan,Government of Taiwan,full,1
government-of-tanzania,Government of Tanzania,full,2
government-of-the-united-arab-emirates,United Arab Emirates,partial,1
government-of-uganda,Government of Uganda,full,1
government-of-zambia,Government of Zambia,full,2
government-of-zimbabwe,Government of Zimbabwe,full,1
government-online-centre-mauritius,Government Online Centre,full,3
government-payment-portal-mauritius,Government Payment Portal,full,1
government-printing-works,Government Printing Works,full,2
government-services-bus-zambia,Government Services Bus,full,2
government-wide-area-network-zambia,Government Wide Area Network,full,1
governments-of-kenya-rwanda-sierra,Governments of Kenya,full,1
governo-de-angola,Governo de Angola,full,1
governo-provincial-de-benguela,Governo de Benguela,partial,1
governo-provincial-de-cabinda,PROVINCIAL DE CABINDA,partial,1
governo-provincial-do-cubango,Governo Provincial,partial,1
govguide-nigeria,GovGuide Nigeria,full,1
govlink,GovLink,full,1
govstack,GovStack,full,3
govtech-cameroon,GovTech,full,1
gozem,Gozem,full,6
gpsdd,Global Partnership for Sustainable Development Data,acronym,1
gpt-bj,GPT-BJ,full,1
granite-holding-financial-investments,Granite Holding for Financial Investments,full,1
grant-thornton,Grant Thornton,full,1
great-project-liberia,GREAT Project,full,3
greater-internet-freedom,Greater Internet Freedom,full,3
green-blood-group,Green Blood,full,1
green-climate-fund,Green Climate Fund,full,9
green-economy-partnership,Green Economy Partnership and TRST01,full,1
green-enterprise-solutions,Green Enterprise Solutions,full,1
green-giraffe,Green Giraffe,full,1
green-pay,GREEN-PAY,full,1
green-tax-youth-africa,Green Tax Youth Africa,full,1
greenline-technologies,Greenline Technologies,full,5
greentech,GREENTECH,full,1
grey,China. Grey,full,1
gridco-ghana,GRIDCo,full,2
gro-intelligence,Gro Intelligence,full,1
groupe-cdg,Groupe CDG. Elle,full,1
groupe-kaydan,Groupe KAYDAN,full,1
groupement-orange-services,Le Groupement Orange Services,full,1
grow-x-education,Grow X Education,full,2
growforme,GrowForMe,full,1
gs1-ghana,GS1 Ghana,full,1
gsma,GSMA Intelligence,full,2
gsma-mobile-for-development-foundation,GSMA Mobile for Development Foundation Inc,full,1
gsma-mobile-for-humanitarian-implementing,GSMA Mobile for Humanitarian,partial,1
gsma-mobile-gender-gap-report,Mobile Gender Gap Report,partial,3
gsma-mobile-net-zero-2026,Mobile Net Zero,partial,1
gt-lab,GT LAB,full,1
gtape-guinea-bissau,GTAPE,full,3
gtbank,GTBank. Au-delà,full,1
gtmi,Egypt. GTMI,full,1
gtsc-gambia,Gambia Transport Service Company,acronym,1
guce-ci,GUCE CI,full,1
guce-connect,GUCE CONNECT,full,1
guce-rdc,Le GUCE,full,1
guceg-guinea,GUCEG,full,1
gucii,GUCII,full,1
gudina-tumsa-foundation,Gudina Tumsa Foundation,full,1
gufe-central-african-republic,Le GUFE,full,1
guidam,Guidam,full,1
guilab-guinea,GUILAB,full,8
guillaume-ngefa,Guillaume Ngefa,full,1
guinea-ecuatorial-ministerio-de-hacienda,Ministerio de Hacienda,partial,6
guinea-ecuatorial-ministerio-de-seguridad-nacional,Ministerio de Seguridad Nacional,partial,1
guinee-alliance-startups,Alliance des Startups,partial,1
guizhou-university,Guizhou University,full,1
guodong-network-communication-group,Guodong Network Communication Group,full,2
guy-aristide-adjinacou,Pour Guy Aristide Adjinacou,full,1
guylain-nyembo,Guylain Nyembo,full,2
h3africa,AI. H3Africa,full,1
haac-benin,La HAAC,full,1
hac-guinea,HAC. Il,full,1
haki-na-sheria-initiative,Haki Na Sheria Initiative,full,1
handicap-international,Handicap International,full,2
hanga-ventures,Hanga Ventures Ignite,full,1
hapdp-niger,HAPDP,full,4
harare-city-council,Harare City Council,full,1
harare-institute-of-technology,Harare Institute of Technology,full,4
haropa-port,HAROPA PORT,full,1
hassan-ali-khaire,Hassan Ali Khaire,full,1
hassan-allam,Hassan Allam,full,1
hassan-attie,Hassan Attie,full,1
hassan-jarar-oulidi,Pr Hassan Jarar Oulidi,full,1
hatem-ibrahim-elsoly,Hatem Ibrahim Elsoly,full,1
haus-finnish-institute-of-public-management,HAUS Finnish Institute of Public Management,full,1
haut-commissariat-au-plan-morocco,Haut-Commissariat,partial,5
haute-cour-constitutionnelle-madagascar,Haute Cour Constitutionnelle,full,6
haweya,Haweya,full,2
hawiya-digital-financial-identity-company,Digital Financial Identity,partial,1
hawks-south-africa,Hawks,full,1
hayo,Hayo Expands,full,1
hazi-haki-foundation,Fondation Hazi Haki,partial,1
hcc-madagascar,La Haute Cour Constitutionnelle,acronym,1
hdx,HDX URL,full,1
health-facilities-regulatory-agency-ghana,Health Facilities Regulatory Agency,full,1
health-insurance-fund-pharmaccess,Health Insurance Fund,partial,1
health-intelligence-center-rwanda,Health Intelligence Center,full,1
healthbridge,Healthbridge,full,1
healthvest,HealthVest,full,1
heapi,HEAPI,full,1
hecdiantro-mena,Hecdiantro Mena,full,2
heifer-international,Heifer International Kenya,full,1
heirs-technologies,Heirs Technologies,full,1
heka-data,Heka Data,full,3
helina-bischoff,Helina Bischoff,full,1
helios-investment-partners,Helios Investment Partners,full,1
helios-investment-partners-helios-investors,Helios Investment Partners,partial,2
helios-investors-fund-v,Helios Investors Fund V,full,1
helios-towers,Helios Towers,full,8
helios-towers-africa-ltd,Helios Towers Africa,full,1
helios-towers-drc-infraco-sprl,Helios Towers DRC Infraco SPRL,full,1
helios-towers-plc-hta-group,Helios Towers,partial,2
helios-towers-plc-towerco-of,Helios Towers,partial,1
henri-eyebe-ayissi,Henri Eyebe Ayissi,full,1
henrik-franklin,Henrik Franklin,full,1
hero-cameroon,V. and HERO,full,1
herotel,Herotel,full,3
heslb,Higher Education Students’ Loans Board,acronym,1
hessequa-municipality,Hessequa Municipality,full,1
hewlett-foundation,Hewlett Foundation,full,5
hewlett-packard-enterprise,Hewlett Packard Enterprise,full,1
hexaract-network-experts,Hexaract Network Experts,full,1
hfo-investments,HFO Investments,full,1
hica,Health Intelligence Centres for Africa,acronym,1
high-commission-of-india-malawi,High Commission of India Lillongwe,full,1
high-commission-of-india-zambia,Indian High Commission,partial,1
high-council-of-state-libya,High Council of State,full,2
high-court-of-kenya,High Court of Kenya,full,1
high-court-of-malawi,High Court of Malawi,full,1
higher-education-act-2017-mauritius,HIGHER EDUCATION ACT,partial,1
higher-education-authority-zambia,Higher Education Authority,full,1
higher-education-commission-mauritius,Higher Education Commission,full,5
higher-education-loans-board-kenya,Higher Education Loans Board,full,1
hiil,HiiL and IDLO,full,1
hikvision,Hikvision,full,5
hirshabelle-state,Hirshabelle State,full,1
his-developing-countries-review,Review,full,1
hisp-centre,HISP Centre,full,7
hisp-drc,HISP DRC,full,1
hisp-mena,HISP MENA,full,1
hisp-rwanda,HISP Rwanda,full,4
hisp-uganda,HISP Uganda,full,1
hisp-unima,HISP UNIMA,full,3
hiswaca-sop2,HISWACA SOP2,full,1
hl7,HL7 FHIR,full,1
hocine-zaoui,Hocine Zaoui,full,1
hodi,Chez Hodi,full,1
hong-kong-aerospace-technology-group,Hong Kong Aerospace Technology Group,full,1
honor,Honor,full,1
horizon-fiber,Horizon Fiber,full,10
horizon-industries-sa,Horizon Industries SA,full,1
horizon1000,Horizon1000,full,1
hormuud-salaam-foundation,Hormuud Salaam Foundation,full,1
hormuud-telecom,Hormuud Telecom,full,8
hormuud-telecom-somalia,Hormuud Telecom Somalia,full,1
hormuud-university,Hormuud University,full,1
horus-labs-rwanda,Horus Labs,full,1
hotel-diamante,Hotel Diamante,full,1
house-democracy-partnership,House Democracy Partnership,full,1
house-of-representatives-egypt,House of Representatives,full,1
house-of-representatives-ict-committee-egypt,House of Representatives' Communications Committee,partial,1
house-of-representatives-liberia,House of Representatives,full,2
house-of-representatives-libya,House of Representatives,full,3
house-of-the-people-somalia,House Of The People Published,full,1
housing-assembly,Housing Assembly,full,2
houwiyeti,Houwiyeti,full,6
hover-gao,Hover Gao,full,1
hp-inc,HP Inc,full,1
hpaz-zimbabwe,Health Professions Authority of Zimbabwe,acronym,1
hpcsa,Health Professions Council of South Africa,acronym,1
hse-center-for-african-studies,HSE Center for African Studies,full,1
hta-group-ltd,Helios Towers Africa,acronym,1
huawei,Huawei,full,7
hub-ivoire-tech,Hub Ivoire Tech,full,1
hubtel,Hubtel,full,3
huduma-kenya,Huduma Kenya,full,1
hugging-face,Hugging Face,full,3
hugo-verkuijl,Hugo Verkuijl,full,1
human-rights-commission-zambia,Human Rights Commission,full,1
hungermap-live,HungerMap Live,full,1
hungry-lion,Hungry Lion,full,1
huri-money,Huri Money,full,1
hustle-academy,Hustle Academy,full,3
hustle-fund,Hustle Fund,full,1
hustler-fund,Hustler Fund,full,2
hydro-link,HYDRO-LINK,full,2
hyphen-tech,Hyphen Tech,full,1
hytera,Hytera,full,1
i-cemac,CEMAC,full,1
i-council-cpm-database-mauritius,Council Project Management,acronym,1
ia-for-africa-initiatives,IA For Africa Initiatives,full,1
iai-cameroun,IAI-Cameroun,full,1
iana,Internet Assigned Numbers Authority,acronym,1
ianor-algeria,IANOR,full,2
ianorq,IANORQ,full,1
iata,International Air Transport Association,acronym,2
ibi-crossborder,IBI Crossborder,full,1
ibm-consulting,IBM Consulting,full,1
ibrahim-abdi-hadi,Dr. Ibrahim Abdi Hadi,full,1
ibrahim-index-of-african-governance,Ibrahim Index of African Governance,full,6
ibrahim-kalil-konate,Ibrahim Kalil Konaté,partial,1
ibrahima-dieng,Ibrahima Dieng,full,1
icann,Internet Corporation for Assigned Names and Numbers,acronym,1
icao,International Civil Aviation Organisation,acronym,3
icap-at-columbia-university,Columbia University,partial,1
icasa,Independent Communications Authority of South Africa,acronym,6
icasees,ICASEES,full,11
icbc,Industrial and Commercial Bank of China,acronym,5
iced,International Centre for Evaluation and Development,acronym,1
icedt-consult,ICEDT Consult Limited,full,1
icesco,ICESCO,full,2
ichikowitz-family-foundation,Ichikowitz Family Foundation,full,1
icj-kenya,ICJ Kenya,full,1
icmpd,ICMPD,full,2
icpac,ICPAC,full,3
icrc-nigeria,Infrastructure Concession Regulatory Commission,acronym,1
ict-agency-gambia,ICT Agency,full,1
ict-appeal-tribunal-mauritius,ICT Appeal Tribunal,full,1
ict-association-of-malawi,ICT Association of Malawi,full,1
ict-authority-kenya,Kenya ICT Authority,full,2
ict-commission-tanzania,ICT Commission Tanzania,acronym,2
ict-university-cameroon,ICT University,full,1
icta-mauritius,Information and Communication Technologies Authority,acronym,7
ictam,ICTAM,full,5
ictaz,ICTAZ,full,1
ictworks,ICTworks,full,1
id4africa,ID4Africa,full,9
id4d,ID4D-Findex,full,1
idan-agri3fund-partners,Agri3Fund Partners,partial,1
idaratiia-morocco,IdaratiIA,full,1
idc,International Data Corporation,acronym,2
idemia,Idemia,full,8
identic-gnq,IDENTIC,full,1
ideo-lp,IDEO LP,full,1
ideo-org,IDEO.org,full,2
idi-uganda,International Development Institute,acronym,2
idice,IsDB-iDICE,full,1
idiia-angola,IDIIA,full,1
idinsight,IDinsight,full,3
idlo,International Development Law Organization,acronym,2
idm-eswatini,INSTITUTE OF DEVELOPMENT MANAGEMENT,acronym,1
idrc,IPRA IDRC,full,1
idrc-crvs-centre-of-excellence,International Development Research Centre,acronym,1
idt4m,IDT4M,full,7
iebc-kenya,Independent Electoral and Boundaries Commission,acronym,1
iec-gambia,Independent Electoral Commission,acronym,4
iec-south-africa,Independent Electoral Commission,acronym,2
iecms-eswatini,Integrated Electronic Case Management System,acronym,1
ifad,International Fund for Agricultural Development,acronym,2
ifc,International Finance Corporation,acronym,7
ifdc,International Fertilizer Development Center,acronym,1
